name,url,country,location,qs_ranking_preview,the_ranking_preview,arwu_ranking_preview,bachelor_from,bachelor_to,master_from,master_to,doctorate_from,doctorate_to,location_full,establishment_year,total_students,international_students,female_students,acceptance_rate,qs_rating,the_rating,rating_usa,iso3_code,country_name,iso2_code,gdp,unemployment_rate,school_enrollment_tert,adult_literacy_rate,heritage_year,economic_freedom_score
Kobe University,https://www.unipage.net/en/487/kobe_university,JP,"Japan,Kobe",465.0,,501.0,"3,943","3,943","3,943","3,943",,,"Kobe, Japan",1902.0,"16,080","1,151",,20%,,,,JPN,Japan,JP,4026210821146.81,2.563,64.8912200927734,,2025.0,70.2
Central School of Arts and Manufactures,https://www.unipage.net/en/5540/central_school_of_arts_and_manufactures,FR,"France,Paris",,,,"15,820","15,820","11,300","11,300",,,"Paris, France",1829.0,"1,801",450,,33%,,,,FRA,France,FR,3162079073495.78,7.37,70.4536437988281,,2025.0,64.4
Paris Dauphine University,https://www.unipage.net/en/598/paris_dauphine_university,FR,"France,Paris",,,,212,212,289,289,,,"Paris, France",1969.0,"7,928","2,061",,,,,,FRA,France,FR,3162079073495.78,7.37,70.4536437988281,,2025.0,64.4
University of Guelph,https://www.unipage.net/en/500/university_of_guelph,CA,"Canada,Guelph",456.0,401.0,501.0,"8,711","96,216","9,746","29,410","14,110","18,418","Guelph, Canada",1964.0,"22,165","1,995",59%,80%,#456,#451,,CAN,Canada,CA,2241253230970.34,6.45,76.2586212158203,,2025.0,75.5
University of Tasmania,https://www.unipage.net/en/313/university_of_tasmania,AU,"Australia,Hobart",293.0,251.0,201.0,"8,534","62,967","7,614","28,519","24,264","30,371","Hobart, Australia",1890.0,"18,157","6,574",59%,80%,#293,#276,,AUS,Australia,AU,1752193307380.34,4.072,104.64835357666,,2025.0,79.3
Indian Institute of Technology Delhi,https://www.unipage.net/en/16326/indian_institute_of_technology_delhi,IN,"India,Delhi",150.0,,601.0,745,745,"2,999","2,999",,,"Delhi, India",1961.0,"7,284",73,,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
Boston College,https://www.unipage.net/en/676/boston_college,US,United States,631.0,251.0,501.0,"64,176","64,176","25,000","25,000",,,United States,1863.0,"15,056","1,758",54%,17%,#636,#276,#48,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Beihang University,https://www.unipage.net/en/522/beihang_university,CN,"China,Beijing",,251.0,151.0,"4,084","4,574","4,764","5,011",,,"Beijing, China",1952.0,"31,774","1,602",,,,,,CHN,China,CN,18743803170827.2,4.571,76.8757843123403,96.7399978637695,2025.0,49.0
University of Turin,https://www.unipage.net/en/6711/university_of_turin,IT,"Italy,Turin",371.0,401.0,201.0,"1,130","1,130","1,130","1,130",,,"Turin, Italy",1404.0,"57,586",,61%,,#371,#451,,ITA,Italy,IT,2372774547793.12,6.778,75.9496536254883,99.3499984741211,2025.0,60.9
Claude Bernard University Lyon 1,https://www.unipage.net/en/619/claude_bernard_university_lyon_1,FR,"France,Villeurbanne",562.0,,201.0,212,212,299,299,,,"Villeurbanne, France",1971.0,"29,529","4,119",,100%,,,,FRA,France,FR,3162079073495.78,7.37,70.4536437988281,,2025.0,64.4
University of Science Malaysia,https://www.unipage.net/en/20154/university_of_science_malaysia,MY,Malaysia,146.0,,601.0,"3,400","3,400","3,627","3,627",,,Malaysia,,"20,908","3,136",,,,,,MYS,Malaysia,MY,421972102253.57,3.826,38.5013945445142,95.7699966430664,2025.0,67.1
James Cook University,https://www.unipage.net/en/305/james_cook_university,AU,"Australia,Brisbane",445.0,,301.0,"19,440","43,575","9,719","28,881","21,318","27,054","Brisbane, Australia",1961.0,"19,902","5,407",,,,,,AUS,Australia,AU,1752193307380.34,4.072,104.64835357666,,2025.0,79.3
University of Lisbon,https://www.unipage.net/en/587/university_of_lisbon,PT,"Portugal,Lisbon",260.0,,201.0,"5,085","5,085","5,122","9,040",,,"Lisbon, Portugal",1288.0,"49,847","6,394",,,,,,PRT,Portugal,PT,308683317392.68,6.384,77.6778182983398,94.4800033569336,2025.0,70.5
University of Connecticut,https://www.unipage.net/en/10532/university_of_connecticut,US,"United States,Mansfield",565.0,301.0,301.0,"18,245","42,091","13,358","53,986",,,"Mansfield, United States",1881.0,"26,788","3,639",52%,55%,#565,#326,#82,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
University of Marburg,https://www.unipage.net/en/6110/university_of_marburg,DE,"Germany,Marburg an der Lahn",801.0,401.0,401.0,"1,000","1,000","1,000","1,000",,,"Marburg an der Lahn, Germany",1527.0,"26,487","1,894",55%,,#826,#451,,DEU,Germany,DE,4659929336890.62,3.406,78.5947494506836,,2025.0,71.6
Polytechnic University of Catalonia,https://www.unipage.net/en/198/polytechnic_university_of_catalonia,ES,"Spain,Barcelona",371.0,601.0,701.0,"2,546","34,049","2,813","20,340",565,"8,136","Barcelona, Spain",1971.0,"23,211","3,017",26%,,#371,#701,,ESP,Spain,ES,1722745978335.16,11.394,93.7303466796875,99.6999969482422,2025.0,66.3
Indian Institute of Technology Bombay,https://www.unipage.net/en/16323/indian_institute_of_technology_bombay,IN,"India,Mumbai",118.0,,,"7,001","8,738","3,967","26,308",,,"Mumbai, India",1958.0,"9,870",102,,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
Stellenbosch University,https://www.unipage.net/en/23011/stellenbosch_university,ZA,"South Africa,Stellenbosch",296.0,301.0,401.0,"2,215","8,860",597,"33,798","1,001","4,075","Stellenbosch, South Africa",1917.0,"24,912","1,873",56%,,#296,#326,,ZAF,South Africa,ZA,400260724226.067,33.168,23.493768799339,91.1500015258789,2025.0,57.3
University of Essex,https://www.unipage.net/en/555/university_of_essex,GB,"United Kingdom,Colchester",472.0,351.0,401.0,"2,463","155,843","10,455","33,102","21,490","31,778","Colchester, United Kingdom",1964.0,"14,255","4,520",53%,,#472,#376,,GBR,United Kingdom,GB,3643834188782.91,4.111,80.4987716674805,,2025.0,69.3
Free University of Brussels,https://www.unipage.net/en/632/free_university_of_brussels,BE,"Belgium,Brussels",230.0,,101.0,"4,718","4,718","4,718","4,718",,,"Brussels, Belgium",1834.0,"27,194","9,246",,,,,,BEL,Belgium,BE,664564181486.953,5.488,82.1475601196289,,2025.0,69.0
The University of Texas at Dallas,https://www.unipage.net/en/178/the_university_of_texas_at_dallas,US,"United States,Richardson",596.0,401.0,501.0,"16,408","45,168","22,296","39,317",,,"Richardson, United States",1969.0,"31,539","7,855",43%,85%,#596,#451,#97,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Xiamen University,https://www.unipage.net/en/639/xiamen_university,CN,"China,Xiamen",362.0,301.0,151.0,"5,173","6,000","6,125","6,932",,,"Xiamen, China",1921.0,"38,803","1,443",51%,,#362,#326,,CHN,China,CN,18743803170827.2,4.571,76.8757843123403,96.7399978637695,2025.0,49.0
University of Canterbury,https://www.unipage.net/en/62/university_of_canterbury,NZ,"New Zealand,Christchurch",261.0,501.0,401.0,"15,780","31,782","17,120","56,943","19,482","23,614","Christchurch, New Zealand",1873.0,"14,336","1,809",51%,,#261,#551,,NZL,New Zealand,NZ,260235932558.996,4.869,76.3811416625977,,2025.0,78.1
Waseda University,https://www.unipage.net/en/563/waseda_university,JP,"Japan,Tokyo",181.0,801.0,701.0,"7,558","11,820","4,363","19,020",,,"Tokyo, Japan",1882.0,"48,839","4,884",38%,10%,#181,#901,,JPN,Japan,JP,4026210821146.81,2.563,64.8912200927734,,2025.0,70.2
Jagiellonian University,https://www.unipage.net/en/110/jagiellonian_university,PL,"Poland,Krakow",312.0,601.0,401.0,"3,014","17,515","1,293","19,954",,,"Krakow, Poland",1364.0,"34,221","3,069",63%,40%,#312,#701,,POL,Poland,PL,914696430325.391,2.472,76.8794097900391,98.7399978637695,2025.0,67.1
Technical University of Valencia,https://www.unipage.net/en/577/technical_university_of_valencia,ES,"Spain,Valencia",436.0,601.0,401.0,"3,000","8,557",963,"5,325",,,"Valencia, Spain",1968.0,"23,607","2,938",42%,90%,#436,#701,,ESP,Spain,ES,1722745978335.16,11.394,93.7303466796875,99.6999969482422,2025.0,66.3
University of Colorado Denver,https://www.unipage.net/en/492/university_of_colorado_denver,US,"United States,Denver",761.0,,201.0,"27,335","30,118",452,452,,,"Denver, United States",1912.0,"32,857",,,60%,#766,,#126,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
University of Jyväskylä,https://www.unipage.net/en/643/university_of_jyv_skyl,FI,"Finland,Jyvaeskylae",489.0,,701.0,"1,695","1,695","9,040","13,560",,,"Jyvaeskylae, Finland",1863.0,"10,435",338,,,,,,FIN,Finland,FI,299835625550.781,8.26,108.130409240723,,2025.0,77.0
University of Konstanz,https://www.unipage.net/en/6118/university_of_konstanz,DE,"Germany,Bochum",466.0,251.0,501.0,"2,203","3,390","1,695","3,761",,,"Bochum, Germany",1966.0,"6,678",720,55%,,#466,#276,,DEU,Germany,DE,4659929336890.62,3.406,78.5947494506836,,2025.0,71.6
Paris-Sorbonne University - Paris IV,https://www.unipage.net/en/5563/paris_sorbonne_university_paris_iv,FR,"France,Paris",,,,212,212,299,299,,,"Paris, France",1970.0,"22,210","3,332",,100%,,,,FRA,France,FR,3162079073495.78,7.37,70.4536437988281,,2025.0,64.4
Ruhr University Bochum,https://www.unipage.net/en/591/ruhr_university_bochum,DE,"Germany,Bochum",396.0,301.0,301.0,,,0,"6,780",,,"Bochum, Germany",1965.0,"43,015","6,022",50%,,#396,#326,,DEU,Germany,DE,4659929336890.62,3.406,78.5947494506836,,2025.0,71.6
National Foundation of Political Sciences Institute of Political Studies of Paris,https://www.unipage.net/en/5569/national_foundation_of_political_sciences_institute_of_political_studies_of_paris,FR,"France,Paris",350.0,,,"11,345","11,345","15,616","15,616",,,"Paris, France",1872.0,"11,370","5,056",,25%,,,,FRA,France,FR,3162079073495.78,7.37,70.4536437988281,,2025.0,64.4
Tianjin University,https://www.unipage.net/en/548/tianjin_university,CN,"China,Tianjin",269.0,201.0,101.0,"2,722","3,084","4,084","6,013",,,"Tianjin, China",1895.0,"41,091","1,647",,,#269,#226,,CHN,China,CN,18743803170827.2,4.571,76.8757843123403,96.7399978637695,2025.0,49.0
Loughborough University,https://www.unipage.net/en/10273/loughborough_university,GB,"United Kingdom,Loughborough",224.0,301.0,601.0,"27,474","37,868","11,232","42,370","23,966","36,412","Loughborough, United Kingdom",1909.0,"17,270","3,710",42%,,#224,#326,,GBR,United Kingdom,GB,3643834188782.91,4.111,80.4987716674805,,2025.0,69.3
Brunel University,https://www.unipage.net/en/10277/brunel_university,GB,"United Kingdom,London",342.0,351.0,701.0,"5,445","31,268","8,123","35,750","25,594","31,268","London, United Kingdom",1957.0,"15,140","4,395",47%,70%,#342,#376,,GBR,United Kingdom,GB,3643834188782.91,4.111,80.4987716674805,,2025.0,69.3
Victoria University of Wellington,https://www.unipage.net/en/58/victoria_university_of_wellington,NZ,"New Zealand,Wellington",244.0,401.0,401.0,"17,871","85,651","6,664","47,135",,,"Wellington, New Zealand",1897.0,"16,067","3,352",57%,,#244,#451,,NZL,New Zealand,NZ,260235932558.996,4.869,76.3811416625977,,2025.0,78.1
"Royal Holloway, University of London",https://www.unipage.net/en/10317/royal_holloway_university_of_london,GB,"United Kingdom,Egham",,401.0,,"15,000","15,000","9,000","9,000",,,"Egham, United Kingdom",1886.0,"10,177","3,663",57%,,,,,GBR,United Kingdom,GB,3643834188782.91,4.111,80.4987716674805,,2025.0,69.3
Monterrey Institute of Technology and Higher Education,https://www.unipage.net/en/3458/monterrey_institute_of_technology_and_higher_education,MX,"Mexico,Monterrey",185.0,,,"7,018","14,800","15,000","21,240",,,"Monterrey, Mexico",1943.0,"15,897","1,589",43%,60%,#185,#701,,MEX,Mexico,MX,1852722885258.11,2.711,47.474681854248,95.7654716766416,2025.0,61.3
University of Cincinnati,https://www.unipage.net/en/663/university_of_cincinnati,US,"United States,Cincinnati",761.0,,201.0,"13,194","55,849","1,015","107,852",,,"Cincinnati, United States",1819.0,"43,692","3,932",,60%,#766,,#156,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
University of Paris 1 Pantheon-Sorbonne,https://www.unipage.net/en/681/university_of_paris_1_pantheon_sorbonne,FR,"France,Paris",283.0,,,"3,130","3,130","4,260","4,260",,,"Paris, France",1971.0,"41,396","7,483",,,,,,FRA,France,FR,3162079073495.78,7.37,70.4536437988281,,2025.0,64.4
University of Houston,https://www.unipage.net/en/600/university_of_houston,US,"United States,Houston",651.0,401.0,301.0,"21,885","31,440","9,933","76,979",,,"Houston, United States",1927.0,"45,837","3,011",51%,66%,#656,#451,#87,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
University of South Carolina at Columbia,https://www.unipage.net/en/10531/university_of_south_carolina_at_columbia,US,"United States,Columbia",601.0,401.0,401.0,"33,928","34,934","10,382","48,948","29,760","29,760","Columbia, United States",1801.0,"35,150","1,876",55%,64%,#606,#451,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
University of South Florida,https://www.unipage.net/en/599/university_of_south_florida,US,"United States,Tampa",621.0,351.0,301.0,"14,946","17,319",877,"18,095",,,"Tampa, United States",1956.0,"48,316","5,210",,44%,#626,#376,#136,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
University of Eastern Finland,https://www.unipage.net/en/554/university_of_eastern_finland,FI,"Finland,Kuopio",535.0,501.0,501.0,"1,000","11,300","9,040","13,560",,,"Kuopio, Finland",2010.0,"11,664",669,65%,,#535,#551,,FIN,Finland,FI,299835625550.781,8.26,108.130409240723,,2025.0,77.0
University of Naples Federico II,https://www.unipage.net/en/6712/university_of_naples_federico_ii,IT,"Italy,Naples",347.0,351.0,201.0,158,158,463,"10,170",,,"Naples, Italy",1224.0,"49,604",992,55%,,#347,#376,,ITA,Italy,IT,2372774547793.12,6.778,75.9496536254883,99.3499984741211,2025.0,60.9
University of Strathclyde,https://www.unipage.net/en/10275/university_of_strathclyde,GB,"United Kingdom,Glasgow",281.0,351.0,501.0,0,"36,743","3,244","88,977","2,648","37,405","Glasgow, United Kingdom",1796.0,"19,425","3,800",51%,,#281,#376,,GBR,United Kingdom,GB,3643834188782.91,4.111,80.4987716674805,,2025.0,69.3
Hiroshima University,https://www.unipage.net/en/235/hiroshima_university,JP,"Japan,Hiroshima",474.0,,401.0,"3,746","4,883",475,"3,746",,,"Hiroshima, Japan",1949.0,"14,612","1,263",,20%,,,,JPN,Japan,JP,4026210821146.81,2.563,64.8912200927734,,2025.0,70.2
University of Bremen,https://www.unipage.net/en/551/university_of_bremen,DE,"Germany,Bremen",592.0,301.0,601.0,0,"1,000",0,"8,192",,,"Bremen, Germany",1971.0,"17,771","2,133",54%,,#592,#326,,DEU,Germany,DE,4659929336890.62,3.406,78.5947494506836,,2025.0,71.6
Chulalongkorn University,https://www.unipage.net/en/21627/chulalongkorn_university,TH,"Thailand,Bangkok",229.0,601.0,501.0,"1,356","24,550","4,034","36,821",,,"Bangkok, Thailand",1917.0,"38,531","1,541",59%,,#229,#701,,THA,Thailand,TH,526411265427.683,0.693,44.9845744019321,91.0999984741211,2025.0,60.6
Ewha Womans University,https://www.unipage.net/en/20938/ewha_womans_university,KR,"South Korea,Seoul",511.0,601.0,601.0,,,,,,,"Seoul, South Korea",1886.0,"16,865","1,800",,,#511,#701,,KOR,"Korea, Rep.",KR,1712792854202.37,2.604,106.709167480469,97.9700012207031,,
"Indian Institute of Technology, Madras",https://www.unipage.net/en/16324/indian_institute_of_technology_madras,IN,"India,Chennai",227.0,,701.0,"1,050","1,050",817,817,,,"Chennai, India",1959.0,"9,241",92,,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
University of Saskatchewan,https://www.unipage.net/en/597/university_of_saskatchewan,CA,"Canada,Saskatoon",340.0,351.0,301.0,"12,628","91,543","2,945","68,029","2,660","25,092","Saskatoon, Canada",1907.0,"17,194","3,439",55%,,#340,#376,,CAN,Canada,CA,2241253230970.34,6.45,76.2586212158203,,2025.0,75.5
National Taiwan University of Science and Technology,https://www.unipage.net/en/21472/national_taiwan_university_of_science_and_technology,TW,Taiwan,392.0,401.0,601.0,"1,000","25,379","1,000","1,758","1,474","1,802",Taiwan,1974.0,"9,038","1,547",30%,,#392,#451,,,,,,,,,,
Leibniz University Hannover,https://www.unipage.net/en/519/leibniz_university_hannover,DE,"Germany,Hannover",426.0,351.0,501.0,913,"1,000",485,981,,,"Hannover, Germany",1831.0,"24,233","4,296",42%,,#426,#376,,DEU,Germany,DE,4659929336890.62,3.406,78.5947494506836,,2025.0,71.6
University of Navarre,https://www.unipage.net/en/9474/university_of_navarre,ES,"Spain,Pamplona",,,,"11,000","11,000","15,000","15,000",,,"Pamplona, Spain",1952.0,"9,581","1,437",,50%,,,,ESP,Spain,ES,1722745978335.16,11.394,93.7303466796875,99.6999969482422,2025.0,66.3
University of Coimbra,https://www.unipage.net/en/552/university_of_coimbra,PT,"Portugal,Coimbra",355.0,401.0,401.0,"7,910","7,910","3,955","10,170","3,107","3,107","Coimbra, Portugal",1290.0,"23,280","3,678",57%,50%,#355,#451,,PRT,Portugal,PT,308683317392.68,6.384,77.6778182983398,94.4800033569336,2025.0,70.5
Southeast University,https://www.unipage.net/en/543/southeast_university,CN,"China,Nanjing",428.0,301.0,101.0,"4,781","4,781","4,492","4,937",,,"Nanjing, China",1902.0,"36,710","1,523",39%,,#428,#326,,CHN,China,CN,18743803170827.2,4.571,76.8757843123403,96.7399978637695,2025.0,49.0
University of Granada,https://www.unipage.net/en/589/university_of_granada,ES,"Spain,Granada",431.0,601.0,201.0,"1,000","1,000",928,928,,,"Granada, Spain",1531.0,"52,640","3,667",60%,,#431,#701,,ESP,Spain,ES,1722745978335.16,11.394,93.7303466796875,99.6999969482422,2025.0,66.3
American University of Beirut,https://www.unipage.net/en/20103/american_university_of_beirut,LB,"Lebanon,Beirut",250.0,501.0,701.0,"18,931","39,531","16,241","32,841","6,568","13,136","Beirut, Lebanon",1866.0,"8,401","1,764",51%,60%,#250,#551,,LBN,Lebanon,LB,20078620356.9931,11.543,54.4012561547071,92.0144800114203,2025.0,44.1
NUI Galway,https://www.unipage.net/en/6651/nui_galway,IE,"Ireland,Gaillimh",273.0,351.0,501.0,"15,413","56,652","6,085","37,290","16,667","16,950","Gaillimh, Ireland",1845.0,"13,911","2,365",59%,,#273,#376,,IRL,Ireland,IE,577389475009.922,4.369,76.6049499511719,,2025.0,83.1
Indian Institute of Technology Kanpur,https://www.unipage.net/en/16325/indian_institute_of_technology_kanpur,IN,"India,Kanpur",263.0,,901.0,"1,050","1,050",408,408,,,"Kanpur, India",1959.0,"6,860",,,10%,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
RMIT University,https://www.unipage.net/en/17/rmit_university,AU,"Australia,Melbourne",123.0,251.0,301.0,"2,528","38,677","15,836","31,673","18,882","24,973","Melbourne, Australia",1887.0,"33,848","10,246",48%,,#123,#276,,AUS,Australia,AU,1752193307380.34,4.072,104.64835357666,,2025.0,79.3
"School of Oriental and African Studies, University of London",https://www.unipage.net/en/10307/school_of_oriental_and_african_studies_university_of_london,GB,"United Kingdom,London",508.0,401.0,,"17,213","29,116","17,213","17,213","26,481","29,778","London, United Kingdom",1916.0,"4,684","2,265",68%,,#508,#451,,GBR,United Kingdom,GB,3643834188782.91,4.111,80.4987716674805,,2025.0,69.3
Al-Farabi Kazakh National University,https://www.unipage.net/en/77/al_farabi_kazakh_national_university,KZ,"Kazakhstan,Almaty",163.0,1201.0,,"4,999","22,737","4,999","10,763","19,288","19,288","Almaty, Kazakhstan",1934.0,"23,167","3,498",58%,,#163,#1351,,KAZ,Kazakhstan,KZ,288406138230.669,4.794,53.4564204414133,99.7300033569336,2025.0,63.8
National Sun Yat-sen University,https://www.unipage.net/en/538/national_sun_yat_sen_university,TW,"Taiwan,Kaohsiung",485.0,601.0,601.0,"1,000","1,000","1,000","1,000",,,"Kaohsiung, Taiwan",1980.0,"7,991",668,40%,,#485,#701,,,,,,,,,,
Hong Kong Baptist University,https://www.unipage.net/en/359/hong_kong_baptist_university,HK,"Hong Kong,Kowloon",252.0,251.0,601.0,"15,473","15,473","15,473","15,473",,,"Kowloon, Hong Kong",1956.0,"7,495","3,941",67%,,#252,#276,,,,,,,,,,
University of Los Andes,https://www.unipage.net/en/2864/university_of_los_andes,CO,"Colombia,Bogota",179.0,1001.0,,"13,000","13,000","9,000","9,000",,,"Bogota, Colombia",1948.0,"15,280",305,45%,40%,#179,#1101,,COL,Colombia,CO,418542042920.189,9.608,59.2901382446289,95.3399963378906,2025.0,59.8
University of Jena,https://www.unipage.net/en/510/university_of_jena,DE,"Germany,Jena",526.0,201.0,401.0,311,311,0,"1,000",,,"Jena, Germany",1548.0,"18,219","1,709",,80%,#526,#226,,DEU,Germany,DE,4659929336890.62,3.406,78.5947494506836,,2025.0,71.6
Indian Institute of Technology Kharagpur,https://www.unipage.net/en/720/indian_institute_of_technology_kharagpur,IN,"India,Kharagpur",222.0,,601.0,758,758,467,467,,,"Kharagpur, India",1951.0,"9,167",,,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
São Paulo State University,https://www.unipage.net/en/579/s_o_paulo_state_university,BR,"Brazil,Sao Paulo",489.0,801.0,301.0,"1,000","1,000","1,000","1,000",,,"Sao Paulo, Brazil",1976.0,"39,577",792,51%,30%,#489,#901,,BRA,Brazil,BR,2179412080828.59,7.634,60.3906211853027,94.8005123042056,2025.0,55.1
University of South Australia,https://www.unipage.net/en/59/university_of_south_australia,AU,"Australia,Adelaide",340.0,301.0,501.0,"5,267","27,599","15,862","29,059","19,542","19,542","Adelaide, Australia",1991.0,"31,547","5,588",58%,,#340,#326,,AUS,Australia,AU,1752193307380.34,4.072,104.64835357666,,2025.0,79.3
"Birkbeck, University of London",https://www.unipage.net/en/10285/birkbeck_university_of_london,GB,"United Kingdom,London",408.0,301.0,,"9,639","55,611","4,376","54,499","18,769","19,709","London, United Kingdom",1823.0,"8,406","3,084",55%,,#408,#326,,GBR,United Kingdom,GB,3643834188782.91,4.111,80.4987716674805,,2025.0,69.3
National University of Colombia,https://www.unipage.net/en/94/national_university_of_colombia,CO,"Colombia,Bogota",219.0,1501.0,901.0,"1,000","1,000","3,000","3,000",,,"Bogota, Colombia",1867.0,"52,908",554,38%,10%,#219,#1501,,COL,Colombia,CO,418542042920.189,9.608,59.2901382446289,95.3399963378906,2025.0,59.8
University of Kentucky,https://www.unipage.net/en/497/university_of_kentucky,US,"United States,Lexington",791.0,401.0,301.0,"32,267","32,267","10,997","10,997",,,"Lexington, United States",1865.0,"30,927","1,239",56%,95%,#796,#451,#136,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Tokyo Medical and Dental University,https://www.unipage.net/en/593/tokyo_medical_and_dental_university,JP,"Japan,Tokyo",661.0,401.0,701.0,"3,473","3,473","3,746","3,746",,,"Tokyo, Japan",1928.0,"3,011",292,49%,30%,#666,#451,,JPN,Japan,JP,4026210821146.81,2.563,64.8912200927734,,2025.0,70.2
Sichuan University,https://www.unipage.net/en/581/sichuan_university,CN,"China,Chengdu",336.0,201.0,101.0,"2,995","6,923","2,995","3,539",,,"Chengdu, China",1896.0,"55,419","3,150",50%,,#336,#226,,CHN,China,CN,18743803170827.2,4.571,76.8757843123403,96.7399978637695,2025.0,49.0
Tilburg University,https://www.unipage.net/en/209/tilburg_university,NL,"Netherlands,Tilburg",347.0,251.0,701.0,"2,422","13,108","2,468","18,871",,,"Tilburg, Netherlands",1927.0,"8,033","1,205",49%,70%,#347,#276,,NLD,Netherlands,NL,1227543925316.41,3.599,86.5938262939453,,2025.0,78.2
University of Tehran,https://www.unipage.net/en/111/university_of_tehran,IR,"Iran,Tehran",368.0,401.0,401.0,"8,998","8,998","6,998","6,998",,,"Tehran, Iran",1934.0,"53,614","1,072",45%,,#368,#451,,IRN,"Iran, Islamic Rep.",IR,436906331671.859,9.192,58.6677703857422,88.9233339833467,,
Tulane University,https://www.unipage.net/en/594/tulane_university,US,"United States,New Orleans",631.0,401.0,501.0,"62,827","62,827","1,537","131,056",,,"New Orleans, United States",1834.0,"13,732","1,129",58%,11%,#636,#451,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Mahidol University,https://www.unipage.net/en/21625/mahidol_university,TH,"Thailand,Nakhon Pathom",368.0,601.0,601.0,"1,000","1,000","1,000","1,000",,,"Nakhon Pathom, Thailand",1888.0,"28,477","1,414",64%,,#368,#701,,THA,Thailand,TH,526411265427.683,0.693,44.9845744019321,91.0999984741211,2025.0,60.6
"City, University of London",https://www.unipage.net/en/10279/city_university_of_london,GB,"United Kingdom,London",352.0,351.0,901.0,"18,410","38,729","5,127","66,733","14,750","34,757","London, United Kingdom",1966.0,"14,690","5,240",57%,,#352,#376,,GBR,United Kingdom,GB,3643834188782.91,4.111,80.4987716674805,,2025.0,69.3
ENS Cachan,https://www.unipage.net/en/5523/ens_cachan,FR,"France,Paris",,,,212,212,299,299,,,"Paris, France",1892.0,"2,313",254,,,,,,FRA,France,FR,3162079073495.78,7.37,70.4536437988281,,2025.0,64.4
University of Technology Malaysia,https://www.unipage.net/en/20153/university_of_technology_malaysia,MY,"Malaysia,Skudai",181.0,401.0,701.0,861,861,"1,247","1,247",,,"Skudai, Malaysia",1972.0,"19,087","2,672",46%,,#181,#451,,MYS,Malaysia,MY,421972102253.57,3.826,38.5013945445142,95.7699966430664,2025.0,67.1
Tor Vergata University of Rome,https://www.unipage.net/en/513/tor_vergata_university_of_rome,IT,"Italy,Rome",393.0,,501.0,"3,955","3,955","3,390","3,390",,,"Rome, Italy",1982.0,"34,965","3,846",,,,,,ITA,Italy,IT,2372774547793.12,6.778,75.9496536254883,99.3499984741211,2025.0,60.9
George Mason University,https://www.unipage.net/en/629/george_mason_university,US,"United States,Virginia",1001.0,401.0,201.0,"32,961","67,289","2,823","94,691",,,"Virginia, United States",1972.0,"31,896","3,427",53%,60%,#1101,#451,#100,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Austral University,https://www.unipage.net/en/757/austral_university,AR,"Argentina,Pilar",524.0,,,"5,000","5,000","11,000","11,000",,,"Pilar, Argentina",1992.0,"3,434",384,,50%,,,,ARG,Argentina,AR,633266692533.689,7.876,107.822574129434,99.1399993896484,2025.0,54.2
Drexel University,https://www.unipage.net/en/188/drexel_university,US,"United States,Philadelphia",721.0,,401.0,"14,568","58,949","1,342","94,795",0,"69,943","Philadelphia, United States",1891.0,"22,256","3,340",,80%,#726,,#59,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
National University of Malaysia,https://www.unipage.net/en/20155/national_university_of_malaysia,MY,"Malaysia,Kuala Lumpur",138.0,401.0,501.0,459,"12,573","1,247","15,006",,,"Kuala Lumpur, Malaysia",,"17,180","2,577",57%,,#138,#451,,MYS,Malaysia,MY,421972102253.57,3.826,38.5013945445142,95.7699966430664,2025.0,67.1
Flinders University,https://www.unipage.net/en/303/flinders_university,AU,"Australia,Adelaide",336.0,301.0,301.0,"19,034","27,219","21,699","37,561","21,635","49,616","Adelaide, Australia",1966.0,"16,608","5,926",65%,,#336,#326,,AUS,Australia,AU,1752193307380.34,4.072,104.64835357666,,2025.0,79.3
